3201.12	46.0916
3200.52	20.9507
3199.93	67.0321
3199.33	79.5886
3198.73	54.4471
3198.13	29.3132
3197.54	29.3088
3196.94	71.1677
3196.34	62.7855
3195.75	41.8507
3195.15	92.0575
3194.55	25.1028
3193.95	100.396
3193.36	83.6506
3192.76	37.6371
3192.16	79.444
3191.56	50.1675
3190.96	29.26
3190.37	50.1523
3189.77	54.3234
3189.17	91.918
3188.57	45.9521
3187.97	66.8292
3187.37	100.229
3186.77	141.969
3186.18	29.2245
3185.58	79.3116
3184.98	83.4732
3184.38	79.2875
3183.78	45.8963
3183.18	58.4047
3182.58	79.2514
3181.98	83.4099
3181.38	70.8877
3180.78	62.5385
3180.18	50.0232
3179.58	66.6874
3178.98	62.51
3178.38	66.6672
3177.78	66.6571
3177.18	33.3235
3176.58	66.6369
3175.98	99.9401
3175.38	79.1073
3174.78	74.9323
3174.18	66.5964
3173.58	95.7178
3172.98	66.5762
3172.38	83.2076
3171.78	83.195
3171.18	79.0232
3170.57	108.121
3169.97	41.5785
3169.37	108.088
3168.77	83.1318
3168.17	33.2477
3167.57	83.1066
3166.97	74.7846
3166.36	83.0814
3165.76	49.8412
3165.16	62.2921
3164.56	49.8261
3163.96	95.4855
3163.35	45.6601
3162.75	41.5028
3162.15	20.7483
3161.55	45.6392
3160.94	49.7807
3160.34	16.591
3159.74	103.678
3159.13	66.344
3158.53	41.4587
3157.93	78.7596
3157.33	41.4461
3156.72	62.1597
3156.12	107.727
3155.52	74.569
3154.91	20.7105
3154.31	41.4146
3153.7	82.8166
3153.1	41.402
3152.5	37.2562
3151.89	62.0842
3151.29	82.7663
3150.68	8.27537
3150.08	95.1523
3149.48	49.6371
3148.87	62.037
3148.27	66.1627
3147.66	78.5562
3147.06	37.2052
3146.45	37.1995
3145.85	37.1939
3145.24	66.1124
3144.64	66.1023
3144.03	82.6153
3143.43	57.8219
3142.82	45.4246
3142.22	45.4177
3141.61	28.8978
3141	86.6801
3140.4	94.9209
3139.79	111.412
3139.19	28.8802
3138.58	70.1269
3137.97	37.1204
3137.37	74.2294
3136.76	37.1091
3136.16	78.3294
3135.55	82.4395
3134.94	45.3348
3134.34	82.4144
3133.73	61.8014
3133.12	61.792
3132.52	74.1391
3131.91	82.3642
3131.3	119.41
3130.69	12.3509
3130.09	74.0939
3129.48	57.6198
3128.87	53.496
3128.26	45.2589
3127.66	106.959
3127.05	90.4903
